Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
MetroRail Elevation V2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::metrorail-elevation-v2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::metrorail-elevation-v2.csv?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-01-18,,,CSV,,gd,,,g
MetroRail Elevation V2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::metrorail-elevation-v2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::metrorail-elevation-v2.geojson?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-01-18,,,GeoJSON,,gd,,,g
MetroRail Elevation V2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::metrorail-elevation-v2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::metrorail-elevation-v2.zip?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-01-18,,,ZIP,,gd,,,g
MetroRail Elevation V2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::metrorail-elevation-v2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::metrorail-elevation-v2.kml?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-01-18,,,KML,,gd,,,g
Coral Gables Trolley Route WFL1,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route-wfl1,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/Coral_Gables_Trolley_Route_WFL1/FeatureServer/0,,,2019-11-07,,,ArcGIS GeoService,,Trolley,,,FreeBee
Coral Gables Trolley Route WFL1,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route-wfl1,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::coral-gables-trolley-route-wfl1.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2019-11-07,,,CSV,,Trolley,,,FreeBee
Coral Gables Trolley Route WFL1,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route-wfl1,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::coral-gables-trolley-route-wfl1.geojson?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2019-11-07,,,GeoJSON,,Trolley,,,FreeBee
Coral Gables Trolley Route WFL1,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route-wfl1,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::coral-gables-trolley-route-wfl1.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2019-11-07,,,ZIP,,Trolley,,,FreeBee
Coral Gables Trolley Route WFL1,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route-wfl1,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::coral-gables-trolley-route-wfl1.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2019-11-07,,,KML,,Trolley,,,FreeBee
bike stores w services,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::bike-stores-w-services,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/bike_stores_w_services/FeatureServer/0,,,2017-04-25,,,ArcGIS GeoService,, Sustainible Living,,,"This shows the bike stores in and around Coral Gables. Data was collected by phone calls and visitng the websites by Priscila Tavares (GIS intern 2017). The atributes show services, free servces, contact information and affiliations. This layer was created for the Sustainible Living Web Map proposed by Priscila Tavares"
bike stores w services,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::bike-stores-w-services,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::bike-stores-w-services.csv?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-25,,,CSV,, Sustainible Living,,,"This shows the bike stores in and around Coral Gables. Data was collected by phone calls and visitng the websites by Priscila Tavares (GIS intern 2017). The atributes show services, free servces, contact information and affiliations. This layer was created for the Sustainible Living Web Map proposed by Priscila Tavares"
bike stores w services,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::bike-stores-w-services,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::bike-stores-w-services.geojson?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-25,,,GeoJSON,, Sustainible Living,,,"This shows the bike stores in and around Coral Gables. Data was collected by phone calls and visitng the websites by Priscila Tavares (GIS intern 2017). The atributes show services, free servces, contact information and affiliations. This layer was created for the Sustainible Living Web Map proposed by Priscila Tavares"
bike stores w services,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::bike-stores-w-services,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::bike-stores-w-services.zip?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-25,,,ZIP,, Sustainible Living,,,"This shows the bike stores in and around Coral Gables. Data was collected by phone calls and visitng the websites by Priscila Tavares (GIS intern 2017). The atributes show services, free servces, contact information and affiliations. This layer was created for the Sustainible Living Web Map proposed by Priscila Tavares"
bike stores w services,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::bike-stores-w-services,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::bike-stores-w-services.kml?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-25,,,KML,, Sustainible Living,,,"This shows the bike stores in and around Coral Gables. Data was collected by phone calls and visitng the websites by Priscila Tavares (GIS intern 2017). The atributes show services, free servces, contact information and affiliations. This layer was created for the Sustainible Living Web Map proposed by Priscila Tavares"
Parks GreenSpaces Parcels w Amenities,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parks-greenspaces-parcels-w-amenities,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/Parks_GreenSpaces_Parcels_w_Amenities/FeatureServer/0,,,2017-04-19,,,ArcGIS GeoService,, Sustainible Living,,,This layer was created to go on the  Sustainible Living Map/APP by Priscila Tavares 2017
Parks GreenSpaces Parcels w Amenities,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parks-greenspaces-parcels-w-amenities,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parks-greenspaces-parcels-w-amenities.csv?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-19,,,CSV,, Sustainible Living,,,This layer was created to go on the  Sustainible Living Map/APP by Priscila Tavares 2017
Parks GreenSpaces Parcels w Amenities,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parks-greenspaces-parcels-w-amenities,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parks-greenspaces-parcels-w-amenities.geojson?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-19,,,GeoJSON,, Sustainible Living,,,This layer was created to go on the  Sustainible Living Map/APP by Priscila Tavares 2017
Parks GreenSpaces Parcels w Amenities,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parks-greenspaces-parcels-w-amenities,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parks-greenspaces-parcels-w-amenities.zip?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-19,,,ZIP,, Sustainible Living,,,This layer was created to go on the  Sustainible Living Map/APP by Priscila Tavares 2017
Parks GreenSpaces Parcels w Amenities,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parks-greenspaces-parcels-w-amenities,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parks-greenspaces-parcels-w-amenities.kml?outSR=%7B%22latestWkid%22%3A2881%2C%22wkid%22%3A2881%7D,,,2017-04-19,,,KML,, Sustainible Living,,,This layer was created to go on the  Sustainible Living Map/APP by Priscila Tavares 2017
CG Charging Stations.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/ChargingStationsv2/FeatureServer/2,,,2017-01-09,,,ArcGIS GeoService,,Charging Stations,,,Charging Stations
CG Charging Stations.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,CSV,,Charging Stations,,,Charging Stations
CG Charging Stations.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,GeoJSON,,Charging Stations,,,Charging Stations
CG Charging Stations.csv Events,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv-events,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/ChargingStationsv2/FeatureServer/0,,,2017-01-09,,,ArcGIS GeoService,,Charging Stations,,,Charging Stations
